interaction_type,event,target_text,response_text,label
Quote,Iran Deal,Obama once again proved to be the Muslim apologist and liar he always was ,,3
Quote,Iran Deal,Sucks when your narrative gets blowed up ,Rhodey and Hasson both wrong Nothing what Bibi alleged yesterday was anything about Iranian behavior after signing the nuclear deal I am quite concerned with the rush to conclusion conservatives seem to be displaying regd to Iran Itch of war is strong But Iran no Iraq ,6
Quote,Iran Deal,With Trump deal decision due Netanyahu presents new proof of Iran nuclear cheating Note response of ex IAEAorg chief inspector 1 Nothing presented that not known since 2005 2 No nuclear arms research since 2009 3 No evidence Iran breaching 2015 deal ,Netanyahu was lying Whats new Next ,3
Reply,Iran Deal,georgegalloway 100 with Iran This all has a sense of dejavu More lies from Bibi ,,3
Reply,Iran Deal,"Watch Video ""Well tonight I’m here to tell you one thing Iran lied Big time"" Israeli Prime Minister Benjamin Netanyahu said during a press announcement On Monday Israels prime ",,1
Quote,Iran Deal,* ! If America really wants change in Washington DC America has to stop voting for these lying lifer politicians like and Pelosi amp her Obama Democrats who care more for Dreamers than American Citizens who ALSO have Dreams We have to vote for MORE new TRUMP Republicans ,,3
Quote,Iran Deal,How many wish they could of seen his face after the best and largest exposure of stolen proof that Iran lies and has been making Nukes How Did Israel get truck loads of info ,,5
Reply,Iran Deal,Trump ignores killed Army specialist to promote Fox crackpots new book Trump promoted a fellow conspiracy theorist crackpot from Fox News while completely ignoring the death of Army specialist Gabriel Conde who was killed in combat ,JoelSchaffer Whats new to DRAFT DODGINGLYING COWARD IN CHIEFCOMRADE BONER SPUR the US military means votesphoto opsno responsibility afterall they volunteered didnt they THOUGHTSPRAYERSnothing WE CAN DO on to the next winning MAYBE IN IRAN ,3
Quote,Iran Deal,IAEA refutes Netanyahus accusations against Iranat a press conference at the headquarters of the agency ,A lie is always a lie this man all what he wants to drag the US into a bloody war he deceived us against Saddam we destroyed Iraq they destroyed Syria and Libya no he wants to do the same w Iran ,3
Quote,Iran Deal,John Scary Kerry Susan Dirty Rice Val Jarrett Little Bob Corker Jeff Flake Out All Outraged over Iran 🇮🇷 Deal Exit 💯 Proof Trump was Right When He Called this Worst Deal Ever Negotiated by Obama Admin 💥 John Kerry tweets defense of Iran nuclear deal ,These people SOLD us outthere is no other way to describe it ,3
Quote,Iran Deal,Liars lie its what they do ,,3
Reply,Iran Deal,On a day like today it is clear that the greatest challenge facing Washington journalists including whca is the frequency of lies and misleading statements emanating from this White House ,jimsciutto whca Oh you mean Obama lying about the Iran deal and putting millions of people at risk ,2
Quote,Iran Deal,"Yes Will any1 follow through And PLEASE stop inviting ppl that lies amp r far out of the peripheral of normal 2 get a rise out of ur audience So tired of the lies , bullying amp swamping Bring back class in the WH corrupt trump trashy trump ",,4
Reply,Iran Deal,t bt to this royal ride with Meghan Markle and justbobbibrown Check out more via people ,Uber justbobbibrown people Why should i even watch your promoted tweets when there is no way to ride an uber in Iran Am i your target audience by any chance ,5
Reply,Iran Deal,"WaPo ""It has become standard operating procedure for Trump and his aides to deceive the public with false statements and shifting accounts"" ","oliverdarcy Like how Ben Rhodes admittedly ""created a media echo chamber"" of lies about the Iran deal Ya know playing you all for chumps by taking advantage of your Obama worship ",2
Reply,Iran Deal,Here’s a poll for that post on most left on corporate cable news who gets paid This is based on people’s responses to original tweet Feel free to write in ,jeremyscahill There are no leftist Although TuckerCarlson has taken the most leftist positions Speaking out against the myth of Russiagate and the call of the neocons in both the Democratic amp Republican parties for bombing Iran and staring World War 3 Hes on the right side of History ,6
Quote,Iran Deal,Dear media President Trump lies He doesn’t “reverse his position” “tell untruths” “exaggerate” “distort” “speak in hyperboles” or “state inaccurately” He fucking lies ,"In fairness if he changes his position re the Iran treaty not a lie If it were Clinton or Obama the same journalists would call it ""waffling"" It should be laudable to change positions based on new info ""Reversing your position"" on reimbursements to Cohen is LYING ",2
Quote,Iran Deal,He will be forever known as another arrogant lying loser fool that the Trump train flushed in 2016 ,,3
Reply,Iran Deal,Let me get this straight 1 Israel brings proof of Iran’s nuclear intent 2 The US authenticates these plans 3 The Iran nuclear deal has been discredited 4 Former SOS John Kerry is on a secret mission to protect the deal in the name of Mideast peace ,,1
Quote,Iran Deal,Is Kerry violating the Logan Act Don’t inquiring Democrat minds want to know ,Yes he is Prosecute him to the fullest This double standard bullshit has to stop Make an example out of him so nobody else does it ,6
Quote,Iran Deal,SCOOP John Kerry is very very quietly playing quasidiplomat meeting with foreign leaders of France and Iran to save the Iran nuclear deal via mviser ,"You spelled ""very very quietly committing sedition"" wrong ",3
Reply,Iran Deal,🤑 Call Your Bookies Bets Being Taken Now That Rudy Giuliani Is Going Going Gone 🤑 ,,3
Reply,Iran Deal,“I believe that JohnKerry should be prosecuted for not registering as a foreign agent” michellemalkin On John Kerry’s treachery colluding with the Iranians to save the horrible Iran deal logan act violation i stand with israel ,President1Trump JohnKerry michellemalkin He is mistaken if he thinks this makes him look presidential Undermining the President of the United States and our governments stand on Iran is treason He is just following in OBAMA and Hillarys footsteps Both in my opinion committed treason ,3
Reply,Santa Fe Shooting,shannonrwatts beverlyNOTMYPRE NRA Training a small child to operate a semiautomatic rifle What could go wrong ,,3
Reply,Iran Deal,"breaking : Israeli officials have freaked out Unusual movement detected by hezbollah forces in lebanon amp syria , They fear Iran Hezbollah preparing to launch missile barrage at specific targets in israel i r a n cargo planes flying in and out of Lebanon ",AWAKEALERT Or they would do a false flag in Israel to justify attacking Iran we expect a false flag either in Israel or In the land of sauds ,2
Quote,Iran Deal,Horrendous A private Israeli intelligence firm was hired to discredit brhodes and ColinKahl among others over the Iran deal I disagree very much with their policy and politics but this is wrong ,Guessing you feel the same way about the fake dossier ,6
Reply,Iran Deal,"President Trump slams former Secretary of State John Kerry for engaging in ""shadow diplomacy"" to try to preserve the Iran nuclear deal ",CNNPolitics and the media does and says nothing about this bs just trying to protect and hide the real details on the Iran deal ,6
Quote,Iran Deal,I will be announcing my decision on the Iran Deal tomorrow from the White House at 200pm ,"My guess He will ""leave"" the Iran deal and complain lie about it a bunch while doing nothing of substance Rouhani will issue a blistering response The gist ""were ignoring the United States Theyre made themselves irrelevant"" ",6
Quote,Iran Deal,"In a remotely normal America Congress would immediately plan hearings into Black Cubes foreign ""dirty ops"" against Obama key administration aides on Iran deal Of course that’s not the America we live in tRumpsters or 30 of the country are certifiable nuts cspanwj ",in a remotely normal America we wouldnt have a corrupt compulsive liar as POTUS But here we are 😠 ,3
Reply,Iran Deal,Compared to the prospect of world war a much better outcome of the collapse of the Iran nuclear deal would be if Iran quickly acquired nuclear weapons Then it could deter an Israeli and US attack ,"MintPressNews Iran acquiring nuclear weapons would more likely lead to a nuclear false flag attack which after being falsely attributed to Iran triggers ""justified retaliation"" with nuclear weapons from Israel ",1
Quote,Iran Deal,Trump tells Macron US to pull out of Iran nuclear deal New York Times ,fake news Way to go new york times ! ,6
Reply,Iran Deal,LATEST White House denies NYT story saying Trump told Macron he is pulling out of Iran deal says Trump did not say those things ,Reuters the moron didn’t say it to Makron but is was leaked to the NYT setup to make the press look like Fake News he’s still good to end the Iran deal he just making it a drama he needs it makes him feel in the spotlight makes his base happy ,6
Quote,Iran Deal,How will war with Iran look like Mindful of Trumps decision to kill the iran deal today which will put the US on a path to war I thought we should remind ourselves that this wont be a repeat of the Iraq war Itll be MUCH MUCH worse ,"""There is no greater place than the Persian Gulf to destroy America’s might… By temporarily closing the Strait of Hormuz … through which roughly 30 percent of the world’s oil supply passes … Tehran could inflict massive damage to the world economy"" ",3
Quote,Iran Deal,Per jeffzeleny Trump will make the case that Iran has continued to build its nuclear weapons program a White House aide tells CNN Trumps DNI Secretary of Defense and new Secretary of State have all said in the last two months that Iran is in compliance with the deal ,we like to call that a lie ,3
Reply,Iran Deal,,,5
Reply,Iran Deal,"""America will not be held hostage to nuclear blackmail"" Trump says as he announces US withdrawal from Iran nuclear deal amp reimposition of sanctions ""The United States no longer makes empty threats When I make promises I keep them"" ",juliehdavis benshapiro Iran’s Islamists think Taqiyya gives them a religious sanction to lie and otherwise deceive unbelievers to further Islam Therefore we can only trust them at our own peril Their ultimate goal is to destroy Israel and start WW III ,3
Quote,Iran Deal,This didn’t age well for cnn Note the live link above the story iran deal iran ,The ‘CIA News Network’ CNN is OUT of The News Business They Only Deal In Spreading Deep State Propaganda BS 💩💩💩 ,3
Quote,Iran Deal,MORE Trump aide Bolton says US decision to withdraw from Iran agreement signals to North Korea that US wont accept inadequate deals ,The unreliable nation ,6
Quote,Iran Deal,Who do you trust Selfabsorbed GOP hacks amp a ConJob Liarn Chief who is SO spastic he cant readlisten to his Daily Briefing OR numerous European Countries astute leaders like PresEmmanuelMacron lifetime Generals amp experts in the know who study ampor live in the region ,,3
Quote,Iran Deal,iran deal more lies by the warmongering us terror israel ,,3
Quote,Iran Deal,When Trump kills the iran deal today he doesnt just kill the JCPOA he also kills the mindset behind it The idea that Iran and the West can resolve their problems through dialogue and compromise And without dialogue and compromise the risk of conflict will skyrocket ,There is no dialogue you propagandist hack Iran send tens of thousand of Shia Jihadists to commit genocide in Syria they turned Lebanon n a fiefdom ruled by a warlord they fund an extremist militia in Yemen who threaten JewsBahais with genocide Your failed Trita ,1
Quote,Iran Deal,"""Todays action sends a critical message the United States no longer makes empty threats When I make promises I keep them"" President Trump announces that the US will withdraw from the Iran nuclear deal ",You bluffed your way through business and you lie several times a day tough guy When the shit hits the fan you’ll blame someone else and hide under your desk ,6
Quote,Iran Deal,The Iran Deal was built on the lies of a leading state sponsor of terrorism preserving its nuclear capability and allowing the regime to build a nuclear weapon in several years realDonaldTrumps decision fulfills a promise made to Americans and corrects an Obamaera mistake ,"Retweeted Sam Halad Doug415510330 Wrong Hope you can get your job back at the ""chat and chew"" ",1
Quote,Iran Deal,Trump’s decision is illegal illegitimate and violating international agreements Rouhani iran nuclear deal ,The guy that calls out Fake news turns out to be the Fakest of all by not making America great again but by backing Netanyahu and trying to bring down Iran Same shit different asshole ,3
Reply,Iran Deal,Trump pulling out of the Iran deal jeopardizes world security and benefits both Russia and China as they supplant American trade with the Middle East What better way to stick it to Obama than by cuddling up with Putin ,eugenegu One pundit today said that there is no way for Iran to retaliate against the US In 2001 terrorists largely from Saudi Arabia carried out a mission that resulted in massive damage amp loss of life If one Middle Eastern nation could do it once it can be done again ,6
Quote,Iran Deal,Trumps main reason for pulling out of the Iran nuclear agreement is it was Obamas signature foreign policy achievement Thats it Period Full Stop ,Aside from the constant chaos amp lies this is the only consistent thing about this administration Pathologically undoing everything Obama because Ooohbama Wait I forgot kleptocracy ,4
Quote,Iran Deal,Wow Obama is actually supporting Trumps decision to back out of the Iran nuke deal lol jk hes SUPER pissed via esaagar ,Lol lol thought at first this was fake news yup B Hussain O is ticked off for sure Kindergarten legacy about wiped out now Gotta love realDonaldTrump ,3
Reply,Iran Deal,In exchange for withdrawing from the Iran deal America gets reads fine print a new geopolitical crisis and greater than ever odds for armed conflict But hey at least Trump gets to stick it to the black guy who used to be president ,jbouie Meowrowrie Oh and he might get to wear a fake uniform when he sends a televised address to our troops at battle in Iran No way would he go there in person Then he can talk and act big amp tough instead of like the pantspeeing coward he actually is ,3
Quote,Iran Deal,"Trump said that ""were united with our allies"" No Our allies do not watch to see the Iranian deal ditched amp they dont want conflict with Iran He also contradicted his own intel to say in the present tense that Iran poses a nuclear threat Liar in chief says utter bullshit ",realdonaldtrump Liar Liar Liar Corruption in the White House ,3
Quote,Iran Deal,realDonaldTrump NOISE and lying again POTUS VP GOP WhiteHouse HouseGOP SenateGOP ,,1
Quote,Iran Deal,realDonaldTrump is a LIAR Again amp Again amp AGAIN amp AGAIN liar in chief ,,3
Quote,Iran Deal,Trump wants North Korea to cut a deal to give up its nuclear weapons He just walked away from a similar deal with Iran ,What could possibly go wrong with that model It’s the Art of the Deal in action ,6
Reply,Iran Deal,The iran deal doesnt keep America or our allies safe amp rewards bad behavior Through sanctions and maximum pressure we can bring the Iranians back to the table instead of leading them to the very edge of a nuclear breakout Read my full statement here ,RepHuizenga This is a lie Pulling out of the Iran deal allows them to build a nuclear program now you dolt All our allies agree except the man child in the White House ,1
Quote,Iran Deal,realDonaldTrump LIES about everything ,,3
Quote,Iran Deal,FLASHBACK When Chuck Schumer voted in disapproval of the Iran Deal ,Phony Chuck ,3
Quote,Iran Deal,"If Trump wanted to remind me that shredding the iran deal is just more infantile flailing at Obama’s shadow the email his campaign just sent does an excellent job In the first two paragraph the name ""Obama"" appears twice as often as Trumps own 🤔 nuclear biggest dick contests ","This was my reaction to that email as well Trump cant even say what was wrong with the agreement other than that its ""Obamas"" ",4
Quote,Iran Deal,HAHHAHHAHHAHHAHA CNN is covering Michael Cohen and Mueller on the day of the end of the Iran Deal and Election Day in 4 states FAKE NEWS ROFL ,They have to keep their lies fed And as ratings tank they become more frantic ,3
Reply,Iran Deal,The greatest part of Obamas legacy was leaving The greatest part of the Trump legacy is working for free to clean up Obamas mess 😎 ,PinkAboutit For 8 years we suffered through one wrong decision after another by Obama Today my vote for President Trump became 100 justified with his rejection of the treasonous Iran deal ,4
Quote,Iran Deal,Summary 1 The Iran deal was working 2 Iran was not violating the deal and not developing nuclear weapons 3 Trump has decided to unilaterally violate the deal by reimposing sanctions even though Iran is not violating the deal ,Because he’s a liar and a cheat Israel wants this and he owes them ,3
Reply,Iran Deal,Saudi Arabia Gulf allies welcome Trump pullout from Iran deal ,TimesofIsrael alla fucking European governments o Margot Wallström just as always lies licking the ass of bastard Iranian dictatorship Khamenei Rouhani We remember when idiot Obama Hussein had licked clearly after all European governments went to Iran to partake of the cake ,3
Quote,Iran Deal,A BLOW TO INTERNATIONAL DIPLOMACY US President Donald Trumps decision to forfeit the US from the international Iranian nuclear deal might backfire if Iran were to pull out of the deal as well iran today ,Exactly We are all aware it was IRANIAN money POTUS why do you lie to the American people oh dont answer its for Israeli to plot the Path for your next war that you are throwing American lives at for ISRAEL🎯 No wonder you grease up the arse of the Military BoysGirls ,4
Reply,Iran Deal,☢️“We believe the evidence shows a consistent pattern of Iranian duplicity they have lied and continue to lie to the international community about the true nature of their nuclear programme” iran deal r 4 t o d a y m y interview with MishalHusainBBC on BBCr4Today👇 ,MarkRegev MishalHusainBBC BBCr4today There is also a pattern of Israeli duplicity lying about weapons of mass destruction Iraq and now iran ,3
Quote,Iran Deal,Whatever did the UK population do wrong to deserve BrexitCorbyn and the clown across the sea in US all at the same time ,,3
Quote,Iran Deal,Everything in this tweet is factually incorrect ,,1
Quote,Iran Deal,realDonaldTrump spoken by a true leader not by a fake treasonous pssy grabbing one ,,3
Reply,Iran Deal,Secretary Pompeo and his “guests” will be landing at Andrews Air Force Base at 200 AM in the morning I will be there to greet them Very exciting ,realDonaldTrump And what about these “guests” Oh that’s right they’re not useful to your bs narrative are they Can’t grab any entirely undeserved credit from their release can you What a disgraceful POS you are ,6
Reply,Iran Deal,Pres Trump isn’t being tough on Iran hes letting Iran off the hook Today’s decision makes the US less safe isolates us from our allies amp inhibits our ability to apply strong sustained int’l pressure to end Iran’s hostile behavior iran deal ,,1
Quote,Iran Deal,Talks with Israeli Prime Minister Benjamin Netanyahu RussiaIsrael relations the situation surrounding the iran deal ,Should translate to net anyah u stop lying about iran stop illegally attacking syria breaking international Law hundreds of times Stop the genocide apartheid of palestinians amp return the go lan heights to its rightful owner Syria where genie oil has set up shop ,6
Reply,Iran Deal,"Former President Obama has criticized President Trumps decision to exit the Iran nuclear deal a pillar of Obamas legacy on foreign policy as ""misguided"" ",cnni OBAMA amp IRAN NEVER SIGNED IRAN DEAL AMERICA AND WORLD LIED TOO BY OBAMA KERRY STATE DEPT ONLY OBAMA CORRUPT LIES ,6
Quote,Iran Deal,Mr Flake what a flake And what a FAKE Conservative benedict arnold ,,3
Reply,Santa Fe Shooting,“We’re living in an environment where there’s an expectation of transformational things happening Life sciences is right at the heart of this” PeterRoskam it if life sciences innovation ,seandonahue PeterRoskam Climate denierNRA WhoreLiarCoward Healthcare gutteryep thats Petey ,6
Reply,Iran Deal,The Donalds Done The Deep State Wins Its War On America First ,RonPaul An imaginative piece of fake news . It would be more believable had Trump not campaigned for 2years to scrap the deal and since his election he has has consistently said that he would end the agreement unless Iran gave him cause to change his mind ,1
Reply,Iran Deal,Saudi Foreign Minister Adel AlJubeir says his country “will do whatever it takes to protect its people” if Iran restarts its nuclear weapons program including developing its own nuclear weapons capability ,CNNPolitics FaisalbinFarhan عرض المزيد There is no doubt that President Trumps move is a correction toObamas deadly move to accept Irans nuclear dealwhich Iran has exploited for further terrorism and crimes committed in the region We will never allow Iran to continue its actions and terrorist behavior ,6
Reply,Iran Deal,My statement on President Trumps Iran Deal announcement ,SenatorTimScott Bunch of BS the iran deal was a well formed and negotiated deal among nations and scientists it was the best that could be accomplished but your idiotic POTUS decided to do what he does best destroy destroy without any alternative ,1
Reply,Iran Deal,JUST IN Four Israeli jets crossed through Lebanese airspace ,spectatorindex Funny how people are happy about it with Israel false flagging for months to push the US at war with Syria Russia and Iran ,6
Quote,Iran Deal,False It was an Obama promise NOT an American promise because it was not ratified as a treaty by the US Senate which is charged to do so under the Constitutionand in fact a majority of senators at the time voted to oppose the deal ,,1
Reply,Iran Deal,Irans revenge was a total flop ■ Israel struck dozens of Iranian military sites ■ Irans entrenchment in Syria set back months ■ Tehran likely to reconsider policy ■ Israeli politicians arrogance poses a danger ■ Analysis ,"haaretzcom lieslies and lies 1 Iran did not strike Israel 2 Syria did the strikes 3 Syria launched missiles on its own soil ""Golan"" not Israel And it was successful 4 Syria retaliated against several earlier Israeli attacks 5 Israel did not attack Iranian bases yesterday ",1
Quote,Iran Deal,“Under this bill Congress could only disapprove of war turning the Constitution on its head” RandPaul claimed war aum f congress constitution trump t cot truth in media ,This is the same bullshit method Corker used in the Senate to pass the Iran deal for Obama It would pass unless a majority disapproved Then they just play the clock The swamp is alive amp well t cot realDonaldTrump ,3
Reply,Santa Fe Shooting,"NewtownAction HuffPostPol The CRYBABY NRA always cry ""Just keep them out of the wrong hands"" then when the sane agree they crap their pants when we agree Proving this isnt for their leadership about safety or rights but protecting the profits of the industry ",,6
Reply,Iran Deal,Former PM Stephen Harper adds name to a fullpage ad in the New York Times with a message to Donald Trump You are right about Iran ,CBCAlerts Obama was wrong about Iran and so is Trudeau ,6
Quote,Iran Deal,Israeli war monger PM Benjamin Netanyahu has a sordid history of lying to the American people to gain the use of the US military to topple Israels enemies He lied about Iraq in 2002 1 Million people died This video will open your eyes to his scam ,,3
Reply,Iran Deal,Israel hits dozens of Iranian targets in Syria after barrage ,ABC10 Israel hits Dozens of Syrian targets in Syria Lies and blames Iran Fixed it ,2
Reply,Santa Fe Shooting,"""If we lose this election make absolutely no mistake If we lose the House realDonaldTrump will in fact be impeached Theres no question about it Its time for us to protect the crown"" —dbongino ingraham angle ",NRATV realDonaldTrump dbongino Wrong country The NRA Leadership is the problem with the NRA Also you uneducated twat there is no crown in the Untied States Goverment Our ancestors fought a war and died to make sure there was no tyranny Now stop before it really gets going ,1
Quote,Iran Deal,Phony fks They are incapable of putting aside their hatred of the DC Disruptor in Charge ,,3
Reply,Iran Deal,REPORT WH EXAMINES PLAN TO SPARK IRAN REGIME CHANGE ,DRUDGEREPORT Fake news Iran doing on there own to military leader ,1
Quote,Iran Deal,Fascinating stuff here ProIsrael lobbyist Patrick Clawson suggests that Israel should should create a false flag to get the US to start a war with Iran ,When your country is so war hungry lobbyists can just outright talk about starting fake attacks as a way to provoke war ,6
Quote,Santa Fe Shooting,“If they wanna march against something how about marchin against TheDemocrats who created the KKK and the Jim Crow days I thank God because it was the NRA that helped my ancestors protect and defend themselves” –DiamondandSilk nra ,Stop the Lies Expose the TRUTH Keep up the great work nra ,3
Reply,Iran Deal,kurteichenwald And these lies about being attacked so that Isreal can start a fresh war is all part of it The people of Iran have been through enough ,,3
Quote,Iran Deal,Barack Obama didnt have to go to Joint Base Andrews to greet hostages at 2am to boost his approval ratings for 4 hostages he brought home from Iran and the 11 hostages from North Korea He knew it wasnt about him or his approval ratings he just quietly got sht done ,Humble is what Barack was We sure do miss him His ratings were real not inflated by a fake news channel ,3
Reply,Santa Fe Shooting,MSM wonders why fake news exists Just do a simple internet search of nra am to see for yourself Why does the media fail to report the facts A record 87154 2 a - s u p p o r t e r s came to Dallas while the gun control protests were underwhelming despite a crazy effort to turn people out ,,2
Reply,Iran Deal,According to the conspiracists amp character assassins I killed the Iran nuke deal Little me Not Trump Not Bolton Not Bibi Not MBS Not MBZ Not world’s most powerful nixers But a think tank fixer from Canada Such power Such influence Such impact Suchsilliness ,mdubowitz WowI am deeply impressed Could you be so nice and make sure there is no war in Middle Easttransition of power in Iran stop the war in Syria and Yemen pls stability in Iraqand some rain in Dubai would be nice ,3
Quote,Iran Deal,⭕ Noam Chomsky “US intelligence has explained publicly the threat of Iranian nuclear weapons it’d be a deterrent and the US amp Israel cannot tolerate Iran possessing a nuclear deterrent If there’s a deterrent you cannot use force and violence freely That’s the heart of it” ,This should be discussed in the mainstream media Instead were getting propaganda and false news that presents a widesided view v the people of Iran If you do nothing else question the false narrative over IsraelIran ,3
Reply,Santa Fe Shooting,Crisis actor sounds like a great name for these politicians that act like they care after an atrocity but do nothing afterwards allow the vote SpeakerRyan ,davidhogg111 SpeakerRyan You’re a fake It was shown that u graduated in 15 from another school amp was proven u were in California at another shooting You work for cnn just a fake ,6
Reply,Iran Deal,Fox News host Shepard Smith corrects guest to promote Iran deal propaganda ,theblaze Nothing new for ShepNewsTeam to mislead the audience Shepherds liberal bias is always on display You cannot violate an agreement that was never approved by Congress Iran has never honored the agreement Pulling out is the right course of action ,1
Reply,Santa Fe Shooting,12yearold with autism arrested for using imaginary rifle in art class family says ,KCStar We need more fake gun control ,6
Reply,Iran Deal,SheriffClarke NRA Hogg is nothing more than a lying little piece of shit Was he even around during the Iran Contra situation I dont think so ,,3
Reply,Santa Fe Shooting,laurenhoggs NRA Whats wrong with these people ,,3
Quote,Iran Deal,Trump says at rally ‘America Is Respected Again’ Respected by who I have an idea lets poll the world and see… ,realDonaldTrump GOP Everything trump claims is a lie Border crossing have started increasing on trumps watch stock market is unstable he started trade wars with China pulling out of Iran deal started regional instability possibly world war ,3
Reply,Santa Fe Shooting,laurenhoggs NRA It appears that Oliver North is on the wrong side of history AGAIN 🙄😡 ,,3
Reply,Santa Fe Shooting,This is Will Haraway a CCW nra member He asked AlyssaMilano’s security if he was armed he was and then asked Alyssa about it Here’s what happened She comes to talk to him after this and I will post that longer video shortly ,BenHowe NRA AlyssaMilano So sad Yet again the false representation that wanting sane gun regulation means no guns at all even for security But what else should one expect from the Russian backed NRA ,3
Quote,Iran Deal,Trumps decision to withdraw the US from the Iran deal puts the entire world at risk ,GOP realDonaldTrump being president has put us all at risk A pathological liar is president of the USA ,4
Reply,Iran Deal,LRLam How are you so misinformed Israel bombed Iranian military positions in Syria and Iran followed by firing missiles at Israel army posts in Golan Heights ,,1
Reply,Santa Fe Shooting,SheriffClarke NRA LOL Mr North is a dirty liar and gross human Seems fitting he’s now the NRA president 😂 you guys are literally insane 😂😂😂 ,,1
Reply,Iran Deal,US ally saudi arabia reiterated that itll build nuclear bomb if iran develops nuclear weapons program ,RTcom In fact the Iranian regime based on lies and we can not trust them anymore because they are hiding the truth Iran wants to destabilize the region and the world and all must move now to stop them before it’s too late ,6
Reply,Santa Fe Shooting,Liberal hacks like David Hogg are attacking the NRA at all costs However they grow silent when you bring up the 50 Million Planned Parenthood spent on donating to Democratic Elections Oh and they also receive 500 Million from the government unlike the NRA ,RealMattCouch MalyndaNyc NRA made up of multitudes of Good Americans includes many who protect babies PPH murders babies and does not protect them ,3
Quote,Iran Deal,q clips for post 1345 Wanted to post here for exposure of a job well done There are others that need to be seen Another way to Red Pill Go over and support Thoughts Not Bots on YouTube POTUS im with q qa non q army maga iran nuclear deal john bolton ,Nice Video Exposing the truth You will Never See on MSM release the texts tax cuts qa non fake news internet bill of rights tarmac meeting hr c video great awakening maga realDonaldTrump POTUS ,4
Reply,Iran Deal,I just wanted to remind everyone that Donald Trump is the worst president in the history of this country Paul Ryan is the worst Speaker ever and Mitch McConnell is the worst Majority Leader ever They are corrupt immoral and pathetic Choosing party over country Damn traitors ,funder Donald Trump also made up in his limited brain the Iran was not living up to the deal They were living up to it they were NEVER in noncompliance Another day filled with inaccuracy and flat out lies ,3
Quote,Iran Deal,Pay attention maga . North Korea canceled todays talks with South Korea and threatened to cancel meeting with Trump The worst part of this is that Trump and his advisors were completely surprised by the announcement Theyre dangerously incompetent ,Getting played Last week these mfers said this bullshit worked because they released those prisoners like that was the heaviest lift The Iran deal was hard They don’t have this in them ,3
Reply,Santa Fe Shooting,🇺🇸2 a 🇺 🇸 This Coming From a Woman Who Should Be in Prison 🇺🇸2 a 🇺 🇸 @ p o t u s DLoesch dbongino KayaJones JessieJaneDuff nra NRA joint hen ra 2 a d e f e n d e r s maga ,buzzman888 POTUS DLoesch dbongino KayaJones JessieJaneDuff NRA she is a cheater a liar and a crook She belongs in jail she should just shutup ,4
Quote,Iran Deal,Guess who had a private WH meeting with TRUMP PENCE MNUCHIN amp BOLTON the day after the announcement of the Iran deal exit SHELDON ADELSON of course The GOP megadonor “was an important factor” in Israel embassy move amp Iran deal exit says friend ,The Pay to Play fake Presidency of tRump ,3
Quote,Santa Fe Shooting,Bombshell Senate Report Finds Russia Used the NRA To Attack America And Elect Trump via politicususa ,Can we stop the BS that the NRA cares about safety They care about chaos in our streets Time to force our legislators to pass common sense gun reforms or fire them ,3
Quote,Santa Fe Shooting,Maxine Waters exhausted from working 25 days per week in Congress bashing our President In California the homeless are sleeping in tents She has done 0 to help She could write a book and name it How I pulled off the greatest con ever ,MaxineWaters is a disgusting lying corrupt treasonous walking colostomy bag A true SHITSTAIN on society… ,4
Quote,Santa Fe Shooting,CNN ABC CBSNews How come you folks dont report on this Or are you JUST FAKE NEWS ,,3
Reply,Santa Fe Shooting,A sincere thank you to everyone who has sent me a supportive message I wish I could respond to you all The kindness truly outweighs the negativity threats and insults coming from those who dont respect my second amendment right to selfdefense MOLON LABE ,KaitMarieox Tamir rice was shot and killed by police officers because he was carrying a fake gun You brought a military style weapon to a college campus and people are DEFENDING YOU for “standing up for your second amendment rights” White privilege What a fucking pathetic country ,2
Reply,Santa Fe Shooting,WATCH LIVE Authorities investigating after reports of shots fired at Santa Fe High School We have several crews on the way ,abc13houston ABC is airing footage of that BS weeding that have absolutely nothing to do with this country while some one is shooting at a high school where our children attends Smh ,6
Reply,Santa Fe Shooting,ananavarro And we have a President and Vice President who spoke at the NRA convention What is wrong with those two And the GOP in general ,,3
Reply,Santa Fe Shooting,"If you want to defund Planned Parenthood and claim that you are ""prolife"" why dont you dedicate 110th of your… ",EdKrassen It’s such bullshit prolife but hey let’s give everyone a gun so you can continue killing our children Blood is on the NRA’s hands Republicans hands and all those that support no gun legislation Shame shame on you all ,3
Reply,Santa Fe Shooting,Extreme censorship is currently hitting our movement Please do the following 1 Share this tweet 2 Reply to this tweet 3 Follow others who Share and Reply We must work together to ensure our message continues to reach the internet ,TheTrumpTrain Another false flag school shooting How are we going to stop thisThey dont care who they kill as long as they change the narrativerealDonaldTrump ,6
Reply,Santa Fe Shooting,"POTUS ""Everyone must work together at every level of government to keep our children safe May God heal the injured and may God comfort the wounded and may God be with the victims and with the victims families Very sad day Very very sad"" ",FoxNews POTUS Save your bullshit sadness and comfort You and the GOP could clearly give a shit less Keep accepting money from the NRA keep burying your heads and doing nothing its all on you All of it Every last kid ,1
Quote,Santa Fe Shooting,Honestly what the fuck is wrong with America ,,6
Quote,Santa Fe Shooting,Now we wait for tedcruz and his ridiculous sound bite about Santa Fe High School that protects his NRA money ,We are waiting because the NRA is still weaving their lies ,3
Quote,Santa Fe Shooting,The NRA kills children ,No lies detected here nra santa fe ,4
